Date,Open Price,Volume
6/03/1998,1208.749,3085020
9/03/1998,1207.959,3091094
10/03/1998,1199.625,2980644
11/03/1998,1201.262,3655966
12/03/1998,1187.538,2504100
13/03/1998,1177.817,2331528
16/03/1998,1186.186,3018911
17/03/1998,1193.668,3733760
18/03/1998,1204.103,3622608
19/03/1998,1192.397,3359438
20/03/1998,1188.595,2789824
23/03/1998,1186.561,3610322
24/03/1998,1180.093,3519725
25/03/1998,1207.616,4125855
26/03/1998,1191.001,4520501
27/03/1998,1189.409,6828855
30/03/1998,1230.944,7296185
31/03/1998,1251.343,6091676
1/04/1998,1243.373,6222174
2/04/1998,1259.593,10312029
3/04/1998,1268.569,7910901
6/04/1998,1291.614,10207026
7/04/1998,1308.556,16278826
8/04/1998,1303.408,14139194
9/04/1998,1326.444,15117021
10/04/1998,1294.617,14626799
13/04/1998,1319.945,12145809
14/04/1998,1318.274,8553116
15/04/1998,1314.165,9554503
16/04/1998,1324.037,9441175
17/04/1998,1311.544,8786014
20/04/1998,1292.162,7377140
21/04/1998,1296.772,6563455
22/04/1998,1307.832,7902050
23/04/1998,1337.489,10653131
24/04/1998,1324.455,9704622
27/04/1998,1314.35,11064605
28/04/1998,1315.346,9589329
29/04/1998,1337.894,8270674
30/04/1998,1336.01,8858593
4/05/1998,1353.056,11036492
5/05/1998,1355.045,8019245
6/05/1998,1352.723,7638295
7/05/1998,1348.888,7958195
8/05/1998,1324.742,16861232
11/05/1998,1367.242,13421615
12/05/1998,1358.958,8679696
13/05/1998,1351.18,10200862
14/05/1998,1373.171,12367814
15/05/1998,1373.427,10216419
18/05/1998,1373.67,8261204
19/05/1998,1370.675,6231354
20/05/1998,1362.694,6720300
21/05/1998,1356.959,6761925
22/05/1998,1371.365,8001902
25/05/1998,1380.126,10706885
26/05/1998,1392.75,8752337
27/05/1998,1393.738,8827416
28/05/1998,1402.853,8308787
29/05/1998,1402.675,9508796
1/06/1998,1418.354,9839901
2/06/1998,1419.221,7950942
3/06/1998,1415.019,8558169
4/06/1998,1420.986,7636490
5/06/1998,1404.075,7567916
8/06/1998,1411.956,6688325
9/06/1998,1400.347,7226898
10/06/1998,1367.741,5355221
11/06/1998,1367.555,4239517
12/06/1998,1373.11,5425097
15/06/1998,1385.327,5488431
16/06/1998,1362.591,5929275
17/06/1998,1349.003,5131605
18/06/1998,1352.235,5243717
19/06/1998,1376.194,5359102
22/06/1998,1400.468,6433844
23/06/1998,1398.238,6393474
24/06/1998,1399.708,6315300
25/06/1998,1402.952,5065461
26/06/1998,1383.29,10178135
29/06/1998,1387.024,6015491
30/06/1998,1360.615,3810656
1/07/1998,1363.265,5550416
2/07/1998,1314.1,4845889
3/07/1998,1335.836,5450636
6/07/1998,1339.261,4627863
7/07/1998,1313.649,3515220
8/07/1998,1326.817,3452984
9/07/1998,1341.354,3988182
10/07/1998,1344.749,5297925
13/07/1998,1362.688,4795185
14/07/1998,1360.614,5156275
15/07/1998,1332.412,4335965
16/07/1998,1335.299,4355452
17/07/1998,1325.88,5126150
20/07/1998,1311.059,4853887
21/07/1998,1285.785,4077168
22/07/1998,1312.226,3494924
23/07/1998,1299.217,4108168
24/07/1998,1317.848,4109076
27/07/1998,1328.336,3954971
28/07/1998,1321.634,3401691
29/07/1998,1317.929,3850139
30/07/1998,1312.855,9860431
31/07/1998,1316.307,4825760
3/08/1998,1315.135,4622575
4/08/1998,1299.729,4159886
5/08/1998,1293.704,5682483
6/08/1998,1310.296,6236446
7/08/1998,1292.082,5676227
10/08/1998,1262.008,4890102
11/08/1998,1230.379,3627140
12/08/1998,1204.362,5306028
13/08/1998,1193.369,4214021
14/08/1998,1202.378,4689208
17/08/1998,1152.673,5361820
18/08/1998,1054.182,5309127
19/08/1998,1072.74,7199986
20/08/1998,1128.753,6440398
21/08/1998,1149.622,7170023
24/08/1998,1178.551,7292800
25/08/1998,1174.408,6366485
26/08/1998,1174.847,6644549
27/08/1998,1152.358,4680063
28/08/1998,1139.815,4504187
31/08/1998,1117.97,5612658
1/09/1998,1142.5,5622089
2/09/1998,1137.305,4057826
3/09/1998,1136.442,3656841
4/09/1998,1148.954,5276275
7/09/1998,1168.365,4907531
8/09/1998,1181.067,6025118
9/09/1998,1165.656,6320131
10/09/1998,1194.875,10190773
11/09/1998,1214.832,8687870
14/09/1998,1219.318,12520165
15/09/1998,1240.944,10596866
16/09/1998,1226.904,9419148
17/09/1998,1257.379,11191366
18/09/1998,1227.56,8887182
21/09/1998,1199.168,6041948
22/09/1998,1224.395,5329662
23/09/1998,1223.99,5413091
24/09/1998,1231.049,7166078
25/09/1998,1194.313,5309184
28/09/1998,1224.266,6996815
29/09/1998,1231.899,5584418
30/09/1998,1233.589,5611272
5/10/1998,1245.737,4504095
6/10/1998,1234.142,5012908
7/10/1998,1214.363,5274522
8/10/1998,1215.952,4873150
9/10/1998,1231.942,6284638
12/10/1998,1239.565,7039820
13/10/1998,1250.676,7027968
14/10/1998,1243.714,5325806
15/10/1998,1243.195,6299013
16/10/1998,1259.144,7013483
19/10/1998,1255.051,5713474
20/10/1998,1248.235,5451338
21/10/1998,1243.538,7465234
22/10/1998,1202.208,6369171
23/10/1998,1217.128,6731134
26/10/1998,1215.559,6722034
27/10/1998,1207.202,5103062
28/10/1998,1218.496,5241782
29/10/1998,1226.924,4580666
30/10/1998,1216.014,4692935
2/11/1998,1217.338,4348542
3/11/1998,1225.263,4742017
4/11/1998,1239.498,4604591
5/11/1998,1237.544,6918229
6/11/1998,1258.695,10106382
9/11/1998,1263.963,8778119
10/11/1998,1283.918,7898536
11/11/1998,1287.422,6657490
12/11/1998,1286.557,6745534
13/11/1998,1281.99,5640455
16/11/1998,1284.335,5825646
17/11/1998,1296.626,5655216
18/11/1998,1291.002,5451822
19/11/1998,1283.962,4871674
20/11/1998,1272.656,4504673
23/11/1998,1275.903,4564038
24/11/1998,1274.446,6718642
25/11/1998,1280.265,4966802
26/11/1998,1260.075,4351326
27/11/1998,1252.373,4275890
30/11/1998,1244.922,4046778
1/12/1998,1249.007,3879527
2/12/1998,1233.162,3423890
3/12/1998,1238.292,3767116
4/12/1998,1232.433,3700420
7/12/1998,1234.759,3344392
8/12/1998,1209.835,2977797
9/12/1998,1224.357,2567503
10/12/1998,1224.149,3513077
11/12/1998,1201.846,3183443
14/12/1998,1214.603,2825688
15/12/1998,1193.638,3308838
16/12/1998,1194.942,2399984
17/12/1998,1180.166,3448844
18/12/1998,1155.751,2859909
21/12/1998,1153.663,2338726
22/12/1998,1155.63,3520388
23/12/1998,1186.979,2917591
24/12/1998,1171.708,2654896
25/12/1998,1169.602,2977074
28/12/1998,1175.63,3366096
29/12/1998,1157.477,3166236
30/12/1998,1141.885,3710301
31/12/1998,1149.832,2317843
4/01/1999,1144.888,2339517
5/01/1999,1123.696,2891920
6/01/1999,1120.668,3255491
7/01/1999,1133.165,3715075
8/01/1999,1138.768,4436240
11/01/1999,1169.913,3962658
12/01/1999,1171.743,4624921
13/01/1999,1153.294,4461641
14/01/1999,1145.898,3230412
15/01/1999,1149.782,3854682
18/01/1999,1135.085,4477097
19/01/1999,1154.16,4442966
20/01/1999,1159.025,4063705
21/01/1999,1150.302,4474945
22/01/1999,1159.917,5536576
25/01/1999,1161.98,7913127
26/01/1999,1145.067,6203293
27/01/1999,1137.692,7570979
28/01/1999,1147.866,6254345
29/01/1999,1139.835,5151585
1/02/1999,1131.651,5084152
2/02/1999,1119.779,3989973
3/02/1999,1126.842,3714841
4/02/1999,1114.647,3891062
5/02/1999,1101.478,4085180
8/02/1999,1076.816,3523808
9/02/1999,1065.907,3275662
1/03/1999,1092.145,2885407
2/03/1999,1098.294,4040064
3/03/1999,1101.132,5590344
4/03/1999,1130.343,4951400
5/03/1999,1128.618,5201943
8/03/1999,1133.508,5631702
9/03/1999,1143.102,5900199
10/03/1999,1136.022,5326390
11/03/1999,1133.287,6941610
12/03/1999,1151.99,7064437
15/03/1999,1161.494,7295911
16/03/1999,1164.791,6598637
17/03/1999,1167.719,7548775
18/03/1999,1155.271,5927449
19/03/1999,1150.609,7165931
22/03/1999,1175.675,7695285
23/03/1999,1172.977,8784440
24/03/1999,1171.302,6132947
25/03/1999,1167.864,5133762
26/03/1999,1155.348,5151964
29/03/1999,1160.576,5518242
30/03/1999,1171.127,5147192
31/03/1999,1156.37,4842390
1/04/1999,1158.681,6202124
2/04/1999,1170.76,7665532
5/04/1999,1188.931,8071769
6/04/1999,1195.948,6709362
7/04/1999,1200.224,8141675
8/04/1999,1203.02,8176106
9/04/1999,1203.442,9809011
12/04/1999,1205.319,10202961
13/04/1999,1192.149,7348214
14/04/1999,1176.771,5325704
15/04/1999,1182.204,7370370
16/04/1999,1168.908,7241138
19/04/1999,1164.616,7671990
20/04/1999,1160.052,10691399
21/04/1999,1171.948,9520690
22/04/1999,1137.91,9089428
23/04/1999,1137.608,6756822
26/04/1999,1139.647,6041763
27/04/1999,1108.911,5624835
28/04/1999,1090.873,4732066
29/04/1999,1091.057,5046362
30/04/1999,1116.107,4196097
4/05/1999,1120.908,4088966
5/05/1999,1110.937,4374633
6/05/1999,1116.855,6390982
7/05/1999,1129.532,5833327
10/05/1999,1107.365,6881933
11/05/1999,1072.044,4348191
12/05/1999,1096.737,3961647
13/05/1999,1100.857,3660732
14/05/1999,1087.942,4859056
17/05/1999,1057.485,3753625
18/05/1999,1066.519,4004592
19/05/1999,1058.7,5987952
20/05/1999,1114.659,10670592
21/05/1999,1154.806,15705957
24/05/1999,1173.132,20741160
25/05/1999,1223.129,28737594
26/05/1999,1199.225,16205778
27/05/1999,1247.322,22576348
28/05/1999,1291.96,31968358
31/05/1999,1287.075,23473262
1/06/1999,1283.3,17229448
2/06/1999,1319.832,22232502
3/06/1999,1280.477,16661480
4/06/1999,1271.168,13684804
7/06/1999,1287.462,15662290
8/06/1999,1336.03,16198350
9/06/1999,1334.849,15632292
10/06/1999,1371.003,24877430
11/06/1999,1364.275,18841190
14/06/1999,1382.532,25261662
15/06/1999,1453.33,37484680
16/06/1999,1402.345,25207224
17/06/1999,1483.064,36486140
18/06/1999,1511.881,36117504
21/06/1999,1506.826,30698750
22/06/1999,1551.875,31708660
23/06/1999,1571.27,30268818
24/06/1999,1615.63,37620468
25/06/1999,1665.985,57813296
28/06/1999,1606.283,41388044
29/06/1999,1722.739,40105956
30/06/1999,1755.561,48857932
1/07/1999,1678.838,31256924
2/07/1999,1570.564,34384460
5/07/1999,1627.246,24206162
6/07/1999,1568.83,17967018
7/07/1999,1515.161,15710583
8/07/1999,1579.143,14397748
9/07/1999,1577.791,13422935
12/07/1999,1588.38,14080123
13/07/1999,1547.344,12409413
14/07/1999,1526.977,11205836
15/07/1999,1565.04,15971185
16/07/1999,1547.46,14933603
19/07/1999,1500.449,12353108
20/07/1999,1476.027,17308460
21/07/1999,1586.885,27920070
22/07/1999,1606.856,17820736
23/07/1999,1552.245,13293484
26/07/1999,1592.414,12451229
27/07/1999,1605.372,11616827
28/07/1999,1592.452,10700562
29/07/1999,1610.116,8743008
30/07/1999,1599.938,14561656
2/08/1999,1607.062,11658733
3/08/1999,1622.301,12627973
4/08/1999,1630.99,15286508
5/08/1999,1654.526,14621661
6/08/1999,1655.306,19330938
9/08/1999,1650.277,13479724
10/08/1999,1622.967,12439927
11/08/1999,1598.015,9450115
12/08/1999,1583.512,7433422
13/08/1999,1581.23,6676834
16/08/1999,1568.899,7269847
17/08/1999,1562.56,8980643
18/08/1999,1578.263,6820450
19/08/1999,1587.898,15467971
20/08/1999,1645.543,11817039
23/08/1999,1631.435,10643615
24/08/1999,1650.537,10960983
25/08/1999,1649.609,9267888
26/08/1999,1622.166,8239467
27/08/1999,1642.061,8223116
30/08/1999,1635.553,8956626
31/08/1999,1622.877,7354986
1/09/1999,1627.821,6859139
2/09/1999,1591.583,8131522
3/09/1999,1613.304,6856601
6/09/1999,1577.505,5538676
7/09/1999,1558.861,4670621
8/09/1999,1563.621,4179842
9/09/1999,1590.711,19742420
10/09/1999,1690.025,19568526
13/09/1999,1664.514,10893222
14/09/1999,1675.706,9552708
15/09/1999,1675.191,10498492
16/09/1999,1662.463,7316895
17/09/1999,1644.803,7076285
20/09/1999,1649.121,5313335
21/09/1999,1630.021,4720314
22/09/1999,1625.165,3964186
23/09/1999,1618.768,5485423
24/09/1999,1609.827,4482136
27/09/1999,1624.459,4092406
28/09/1999,1602.794,4097813
29/09/1999,1593.719,4749405
30/09/1999,1588.986,4555072
8/10/1999,1568.238,3312755
11/10/1999,1529.22,3335240
12/10/1999,1526.449,2338472
13/10/1999,1540.599,3626323
14/10/1999,1504.497,4033428
15/10/1999,1515.908,5670809
18/10/1999,1547.267,5602542
19/10/1999,1493.47,4861655
20/10/1999,1469.284,4311739
21/10/1999,1486.925,4772687
22/10/1999,1457.635,7843548
25/10/1999,1499.138,5167719
26/10/1999,1467.522,7555506
27/10/1999,1509.64,16146892
28/10/1999,1541.287,13281651
29/10/1999,1515.184,8505934
1/11/1999,1501.735,6191494
2/11/1999,1491.758,4450313
3/11/1999,1488.366,4845658
4/11/1999,1474.135,5906955
5/11/1999,1464.603,5600025
8/11/1999,1464.493,4787861
9/11/1999,1474.002,4406000
10/11/1999,1463.688,6791218
11/11/1999,1449.622,4677452
12/11/1999,1446.26,3408139
15/11/1999,1451.549,8089110
16/11/1999,1463.337,8318061
17/11/1999,1429.712,6525973
18/11/1999,1466.488,10147597
19/11/1999,1485.053,5705497
22/11/1999,1468.218,6153753
23/11/1999,1464.934,4185414
24/11/1999,1466.091,4207111
25/11/1999,1451.877,4122010
26/11/1999,1443.442,7100498
29/11/1999,1444.011,5246221
30/11/1999,1433.896,4908134
1/12/1999,1434.978,4974970
2/12/1999,1446.686,5335604
3/12/1999,1436.02,4547140
6/12/1999,1436.802,5103726
7/12/1999,1426.686,4662381
8/12/1999,1428.773,4696821
9/12/1999,1424.912,4592002
10/12/1999,1416.37,4783451
13/12/1999,1429.194,5042219
14/12/1999,1415.712,4551198
15/12/1999,1423.762,10922717
16/12/1999,1451.725,6062448
17/12/1999,1434.632,5122982
21/12/1999,1416.5,5660583
22/12/1999,1393.827,4936026
23/12/1999,1386.79,5112644
24/12/1999,1367.687,4292049
27/12/1999,1353.527,5120891
28/12/1999,1346.452,4895714
29/12/1999,1350.267,5053567
30/12/1999,1357.815,4013967
4/01/2000,1368.693,9032824
5/01/2000,1407.829,10579392
6/01/2000,1406.036,13480517
7/01/2000,1477.154,34869396
10/01/2000,1531.712,31253046
11/01/2000,1547.678,21924568
12/01/2000,1473.761,15221934
13/01/2000,1437.453,8611943
14/01/2000,1426.224,7447013
17/01/2000,1408.988,7647977
18/01/2000,1436.888,7767131
19/01/2000,1425.874,8004793
20/01/2000,1443.094,10070803
21/01/2000,1471.905,15050772
24/01/2000,1465.858,16241508
25/01/2000,1483.033,13635983
26/01/2000,1477.295,10384438
27/01/2000,1490.447,18979974
28/01/2000,1514.558,29388162
14/02/2000,1591.445,43569132
15/02/2000,1709.224,52543428
16/02/2000,1674.936,37435548
17/02/2000,1734.268,51439068
18/02/2000,1623.961,26785354
21/02/2000,1681.361,31011206
22/02/2000,1681.299,24251776
23/02/2000,1618.008,19185730
24/02/2000,1593.948,13932876
25/02/2000,1639.919,17058054
28/02/2000,1639.799,26127946
29/02/2000,1728.136,28678748
1/03/2000,1720.597,22487674
2/03/2000,1697.562,19593496
3/03/2000,1728.355,24815498
6/03/2000,1756.313,26504710
7/03/2000,1661.948,17685018
8/03/2000,1699.462,19745944
9/03/2000,1734.767,17877382
10/03/2000,1731.94,15872365
13/03/2000,1706.769,19826626
14/03/2000,1690.653,22870444
15/03/2000,1680.296,16782164
16/03/2000,1671.097,19791590
17/03/2000,1602.363,15336724
20/03/2000,1646.31,18173800
21/03/2000,1704.085,16351103
22/03/2000,1713.241,14658422
23/03/2000,1724.188,16743141
24/03/2000,1761.444,22036720
27/03/2000,1736.696,19927312
28/03/2000,1788.827,24484368
29/03/2000,1797.881,23026682
30/03/2000,1793.676,29305432
31/03/2000,1810.553,23340364
3/04/2000,1799.575,18861114
4/04/2000,1795.161,17128272
5/04/2000,1756.3,13603240
6/04/2000,1775.784,15007034
7/04/2000,1816.786,16081263
10/04/2000,1826.611,16809154
11/04/2000,1826.403,14245477
12/04/2000,1822.398,13643034
13/04/2000,1807.837,16549059
14/04/2000,1835.861,17905474
17/04/2000,1829.615,19821740
18/04/2000,1794.339,13204735
19/04/2000,1819.081,12766161
20/04/2000,1831.657,16533108
21/04/2000,1851.307,16244630
24/04/2000,1844.695,16427791
25/04/2000,1838.05,10771405
26/04/2000,1835.666,10163838
27/04/2000,1835.601,12332934
28/04/2000,1805.503,10971313
8/05/2000,1848.173,8958631
9/05/2000,1838.996,9117621
10/05/2000,1801.426,9431059
11/05/2000,1750.859,8437170
12/05/2000,1725.868,7404179
15/05/2000,1722.635,7094654
16/05/2000,1706.728,5335453
17/05/2000,1727.426,5257679
18/05/2000,1725.604,8354142
19/05/2000,1761.791,9553988
22/05/2000,1785.894,14655311
23/05/2000,1834.436,12469572
24/05/2000,1835.563,15860859
25/05/2000,1866.563,16809106
26/05/2000,1885.752,20602522
29/05/2000,1885.546,18029154
30/05/2000,1903.53,16518999
31/05/2000,1875.463,15760230
1/06/2000,1900.533,14654595
2/06/2000,1906.162,17840350
5/06/2000,1921.969,29216146
6/06/2000,1898.591,17120126
7/06/2000,1934.376,15573925
8/06/2000,1937.195,17086620
9/06/2000,1926.15,15185524
12/06/2000,1896.428,12039594
13/06/2000,1918.192,14427663
14/06/2000,1944.44,16150828
15/06/2000,1933.059,14116758
16/06/2000,1945.698,14706052
19/06/2000,1924.693,11880869
20/06/2000,1913.074,10135495
21/06/2000,1894.779,8348911
22/06/2000,1918.164,9054294
23/06/2000,1915.307,11993923
26/06/2000,1946.698,14062048
27/06/2000,1949.778,11980052
28/06/2000,1943.984,11239540
29/06/2000,1949.847,11919841
30/06/2000,1937.843,12467584
3/07/2000,1917.442,15772238
4/07/2000,1891.205,14404756
5/07/2000,1910.42,13028429
6/07/2000,1909.237,9802903
7/07/2000,1904.085,11650363
10/07/2000,1938.843,14524627
11/07/2000,1952.259,14438388
12/07/2000,1965.231,13919526
13/07/2000,1978.552,18160108
14/07/2000,1981.776,16215709
17/07/2000,1992.894,15845496
18/07/2000,1982.497,17563236
19/07/2000,2000.33,29138588
20/07/2000,1999.089,17370836
21/07/2000,1994.423,11732602
24/07/2000,1998.245,11897274
25/07/2000,1990.149,11272790
26/07/2000,1999.442,15163567
27/07/2000,2017.457,17398156
28/07/2000,2014.113,14896658
31/07/2000,2016.144,17173844
1/08/2000,2027.013,21187984
2/08/2000,2030.789,23905316
3/08/2000,2032.937,18321318
4/08/2000,2037.468,19597136
7/08/2000,2025.182,13716475
8/08/2000,2042.745,13738001
9/08/2000,2051.654,16350866
10/08/2000,2065.305,17379430
11/08/2000,2067.784,15313964
14/08/2000,2065.935,15170757
15/08/2000,2079.069,13479279
16/08/2000,2078.485,15420303
17/08/2000,2086.809,13925760
18/08/2000,2093.632,12564344
21/08/2000,2095.378,15859304
22/08/2000,2112.017,16052733
23/08/2000,2064.045,26378898
24/08/2000,2058.529,17246856
25/08/2000,2073.715,12290483
28/08/2000,2092.122,13832498
29/08/2000,2103.033,14521684
30/08/2000,2107.019,13380507
31/08/2000,2062.835,16110624
1/09/2000,2009.151,12795555
4/09/2000,1994.885,9840289
5/09/2000,2015.062,9851131
6/09/2000,1955.499,11017267
7/09/2000,1929.296,8466657
8/09/2000,1955.153,7223218
11/09/2000,1963.271,7355435
12/09/2000,1975.412,6688864
13/09/2000,1980.528,8889416
14/09/2000,1989.974,6467591
15/09/2000,1978.037,6331164
18/09/2000,1979.53,6892538
19/09/2000,1937.319,9195399
20/09/2000,1902.912,7043396
21/09/2000,1924.83,6394554
22/09/2000,1904.573,6683124
25/09/2000,1889.904,4759702
26/09/2000,1878.311,4358292
27/09/2000,1889.875,4327159
28/09/2000,1915.497,5049919
29/09/2000,1888.201,4682326
9/10/2000,1912.076,5166776
10/10/2000,1917.896,6677506
11/10/2000,1944.248,7252889
12/10/2000,1933.143,7226056
13/10/2000,1927.354,6642719
16/10/2000,1917.446,6085036
17/10/2000,1902.073,4174936
18/10/2000,1911.705,5755033
19/10/2000,1925.214,5965058
20/10/2000,1913.162,9387661
23/10/2000,1952.956,8577974
24/10/2000,1960.366,6357283
25/10/2000,1957.378,11506545
26/10/2000,1979.296,10652764
27/10/2000,1968.171,9037111
30/10/2000,1967.653,9939449
31/10/2000,1974.527,9090422
1/11/2000,1961.081,8501940
2/11/2000,1981.765,8933851
3/11/2000,1984.986,9320818
6/11/2000,1983.073,9996819
7/11/2000,1993.454,7898747
8/11/2000,1999.153,9254272
9/11/2000,2016.22,14051628
10/11/2000,2037.084,13965900
13/11/2000,2054.479,14408777
14/11/2000,2072.793,12448777
15/11/2000,2087.277,13334267
16/11/2000,2081.139,12821820
17/11/2000,2098.888,11801326
20/11/2000,2092.591,13102959
21/11/2000,2104.068,12479718
22/11/2000,2097.281,12146707
23/11/2000,2119.156,12492077
24/11/2000,2119.01,16497562
27/11/2000,2041.155,10587826
28/11/2000,2052.776,8588966
29/11/2000,2081.496,9943629
30/11/2000,2067.07,8465550
1/12/2000,2073.089,12285286
4/12/2000,2084.484,14228850
5/12/2000,2094.994,13895864
6/12/2000,2092.996,11383325
7/12/2000,2072.531,9687361
8/12/2000,2074.566,11583235
11/12/2000,2072.283,11986534
12/12/2000,2045.17,10991828
13/12/2000,2057.383,9385102
14/12/2000,2056.998,14192813
15/12/2000,2052.793,13205907
18/12/2000,2038.448,11262588
19/12/2000,2047.348,11368183
20/12/2000,2050.068,11920718
21/12/2000,2075.562,12498349
22/12/2000,2078.426,12032660
25/12/2000,2071.567,12061012
26/12/2000,2070.377,10428055
27/12/2000,2077.718,11761632
28/12/2000,2054.517,13842400
29/12/2000,2055.828,13658680
2/01/2001,2077.076,18650746
3/01/2001,2108.254,17157672
4/01/2001,2125.485,13423540
5/01/2001,2117.664,13288175
8/01/2001,2128.602,14787085
9/01/2001,2099.323,11649338
10/01/2001,2102.085,12916883
11/01/2001,2129.61,14072209
12/01/2001,2116.846,10660882
15/01/2001,2097.091,14998588
16/01/2001,2018.298,11583722
17/01/2001,2046.377,7324134
18/01/2001,2033.686,10341571
19/01/2001,2046.581,11831264
5/02/2001,2069.856,8974243
6/02/2001,1999.723,9528427
7/02/2001,1995.603,5882229
8/02/2001,1977.559,8885737
9/02/2001,1935.188,11237019
12/02/2001,1958.655,7203075
13/02/2001,1962.527,5403514
14/02/2001,1962.738,4382153
15/02/2001,1963.449,4506756
16/02/2001,1942.049,6750210
19/02/2001,1942.579,5846083
20/02/2001,1969.777,6435934
21/02/2001,1948.417,7617817
22/02/2001,1901.993,5054734
23/02/2001,1906.914,6209740
26/02/2001,1940.77,7624348
27/02/2001,1956.272,7398594
28/02/2001,1964.356,6141354
1/03/2001,1959.009,11667369
2/03/2001,1969.056,15163578
5/03/2001,1991.28,10719359
6/03/2001,1986.732,20872240
7/03/2001,1991.276,13890054
8/03/2001,1990.637,11474609
9/03/2001,2003.205,15653669
12/03/2001,2013.312,12319635
13/03/2001,2012.155,13787212
14/03/2001,1996.152,10675446
15/03/2001,2019.725,13727997
16/03/2001,2023.029,12309716
19/03/2001,2019.851,13918484
20/03/2001,2039.554,12438004
21/03/2001,2047.633,19606416
22/03/2001,2071.202,23619556
23/03/2001,2091.176,24221622
26/03/2001,2052.055,21154246
27/03/2001,2096.502,17883714
28/03/2001,2109.755,15672518
29/03/2001,2107.224,15510812
30/03/2001,2101.1,24367148
2/04/2001,2117.45,23700180
3/04/2001,2127.781,20573912
4/04/2001,2123.885,20793022
5/04/2001,2084.807,23045766
6/04/2001,2116.377,37397508
9/04/2001,2108.969,25864174
10/04/2001,2119.538,20749508
11/04/2001,2130.895,15311063
12/04/2001,2132.808,18643070
13/04/2001,2135.669,18643834
16/04/2001,2150.292,31419584
17/04/2001,2173.304,28552578
18/04/2001,2177.987,22127852
19/04/2001,2172.431,24544314
20/04/2001,2173.956,22812702
23/04/2001,2150.341,21827884
24/04/2001,2151.341,13515372
25/04/2001,2168.051,18194856
26/04/2001,2113.391,13285484
27/04/2001,2104.034,13625350
30/04/2001,2117.168,10911782
8/05/2001,2119.898,8480368
9/05/2001,2140.554,9719034
10/05/2001,2134.191,9850559
11/05/2001,2150.322,13806464
14/05/2001,2161.614,25253200
15/05/2001,2184.787,24656102
16/05/2001,2195.365,18947892
17/05/2001,2201.983,27912472
18/05/2001,2194.62,32001434
21/05/2001,2207.781,33653540
22/05/2001,2215.775,15254451
23/05/2001,2210.851,20262686
24/05/2001,2198.008,14328948
25/05/2001,2199.661,13580861
28/05/2001,2194.453,14947151
29/05/2001,2177.647,12065510
30/05/2001,2180.62,19024930
31/05/2001,2217.873,18573080
1/06/2001,2216.56,17805808
4/06/2001,2223.911,25639842
5/06/2001,2229.247,24038726
6/06/2001,2237.989,16878380
7/06/2001,2241.014,15404849
8/06/2001,2229.205,15120425
11/06/2001,2223.795,15323698
12/06/2001,2213.545,13822778
13/06/2001,2227.071,13948556
14/06/2001,2243.299,17901196
15/06/2001,2196.685,14649235
18/06/2001,2211.892,17262698
19/06/2001,2163.319,9162338
20/06/2001,2171.011,8067520
21/06/2001,2164.123,10926355
22/06/2001,2191.356,12275331
25/06/2001,2210.069,14715507
26/06/2001,2234.071,16016553
27/06/2001,2234.708,12349234
28/06/2001,2231.368,13362484
29/06/2001,2218.573,17230252
2/07/2001,2220.419,12083407
3/07/2001,2206.848,20364184
4/07/2001,2212.971,14379276
5/07/2001,2202.303,12834708
6/07/2001,2179.81,10699916
9/07/2001,2169.467,8908828
10/07/2001,2172.608,7291747
11/07/2001,2190.977,7251158
12/07/2001,2164.915,7460675
13/07/2001,2167.7,8061426
16/07/2001,2176.337,11125688
17/07/2001,2145.485,9228229
18/07/2001,2142.011,5200871
19/07/2001,2146.515,8538162
20/07/2001,2153.237,12949597
23/07/2001,2183.743,9736242
24/07/2001,2162.751,11095459
25/07/2001,2130.45,9075121
26/07/2001,2109.92,9157128
27/07/2001,2093.869,10545587
30/07/2001,2056.763,12318097
31/07/2001,1939.262,11772308
1/08/2001,1925.239,11570927
2/08/2001,1989.64,11394469
3/08/2001,1956.543,7348473
6/08/2001,1953.412,12326410
7/08/2001,1872.667,11860230
8/08/2001,1902.872,13127597
9/08/2001,1894.692,10716535
10/08/2001,1929.962,14705140
13/08/2001,1956.925,9948979
14/08/2001,1955.507,8851098
15/08/2001,1938.544,5434347
16/08/2001,1948.267,6582618
17/08/2001,1916.843,7105466
20/08/2001,1923.099,8064581
21/08/2001,1936.056,8402581
22/08/2001,1935.535,9922789
23/08/2001,1892.37,7772230
24/08/2001,1903.385,7783670
27/08/2001,1881.309,9766366
28/08/2001,1816.659,9173735
29/08/2001,1846.817,8495224
30/08/2001,1846.187,6463776
31/08/2001,1838.214,8065334
3/09/2001,1831.703,6931195
4/09/2001,1815.27,9963105
5/09/2001,1868.361,10618446
6/09/2001,1867.633,9983542
7/09/2001,1858.242,14013289
10/09/2001,1790.21,11727593
11/09/2001,1859.966,10143178
12/09/2001,1822.129,15107825
13/09/2001,1851.615,7657115
14/09/2001,1838.674,8465186
17/09/2001,1811.904,8260906
18/09/2001,1784.591,6175074
19/09/2001,1800.239,7292669
20/09/2001,1826.417,8715197
21/09/2001,1815.562,13707383
24/09/2001,1804.887,7794230
25/09/2001,1799.979,7074227
26/09/2001,1793.651,6762135
27/09/2001,1765.622,6167968
28/09/2001,1766.13,5863855
8/10/2001,1766.133,4720978
9/10/2001,1724.173,5640031
10/10/2001,1744.042,6850454
11/10/2001,1682.317,8462168
12/10/2001,1637.749,12870193
